NAME,QTY,AVG,TOP,BTM
Mana Thistle,1197,147980,153000,144399
Terocone,4250,199691,207500,195000
Nightmare Vine,2361,172546,179995,169499
Primal Fire,451,752656,841000,690000
Primal Shadow,674,731099,770000,708900
Primal Mana,592,693717,729000,669000
Primal Life,1461,269636,277272,256600
Primal Water,960,703435,728900,650000
