NAME,QTY,AVG,TOP,BTM
Mana Thistle,1248,147638,153000,143000
Terocone,3395,200333,207500,196500
Nightmare Vine,1530,175732,183999,171950
Primal Fire,564,735369,841000,690000
Primal Shadow,578,728583,770000,686100
Primal Mana,663,683741,729000,630000
Primal Life,1166,271948,285000,263999
Primal Water,829,706723,728900,649000
