NAME,QTY,AVG,TOP,BTM
Mana Thistle,2741,99637,114500,88998
Terocone,2497,206018,221000,199000
Nightmare Vine,1876,113710,117000,111999
Primal Fire,310,859682,880000,830000
Primal Shadow,269,841217,850000,834998
Primal Mana,641,689722,696000,683999
Primal Life,1230,315478,330000,310000
Primal Water,74,715902,759899,698000
