NAME,QTY,AVG,TOP,BTM
Mana Thistle,1815,152137,160000,143000
Terocone,3480,203166,212800,196600
Nightmare Vine,1547,173336,179000,169499
Primal Fire,584,746461,841000,670000
Primal Shadow,296,739095,750000,729000
Primal Mana,324,675299,689400,643000
Primal Life,3100,263969,315000,247000
Primal Water,795,709948,750000,668000
