NAME,QTY,AVG,TOP,BTM
Mana Thistle,2443,91933,100000,89000
Terocone,1960,200936,207000,195017
Nightmare Vine,2415,110328,114500,107948
Primal Fire,341,838311,949000,796999
Primal Shadow,599,807892,850000,770995
Primal Mana,1385,670597,700000,639000
Primal Life,1296,323849,359998,289000
Primal Water,687,926269,984499,886000
