NAME,QTY,AVG,TOP,BTM
Mana Thistle,1366,154391,156000,151500
Terocone,2611,214076,230000,201125
Nightmare Vine,2447,177753,187500,172000
Primal Fire,413,768712,841000,700000
Primal Shadow,145,678999,682000,674999
Primal Mana,250,679929,690000,648000
Primal Life,1572,290417,315000,283000
Primal Water,68,658900,667000,644999
