NAME,QTY,AVG,TOP,BTM
Mana Thistle,742,164734,181500,150000
Terocone,1194,203585,204999,201500
Nightmare Vine,1977,184223,199900,169000
Primal Fire,240,775702,826000,735000
Primal Shadow,213,680000,680000,680000
Primal Mana,271,686868,690000,680000
Primal Life,1725,344588,369000,299500
Primal Water,792,631212,660000,623000
