NAME,QTY,AVG,TOP,BTM
Mana Thistle,786,160659,181500,149999
Terocone,1795,233252,250000,200000
Nightmare Vine,1871,179812,197000,170000
Primal Fire,367,778365,841000,740000
Primal Shadow,192,680000,680000,680000
Primal Mana,239,684821,699996,650000
Primal Life,1794,328491,369000,250000
Primal Water,959,623517,630000,616249
