NAME,QTY,AVG,TOP,BTM
Mana Thistle,1639,123839,150000,102300
Terocone,2833,195406,197500,193495
Nightmare Vine,2210,117547,121499,114500
Primal Fire,361,875357,892000,866600
Primal Shadow,608,797801,829997,769999
Primal Mana,467,648460,670000,627499
Primal Life,1548,371475,448000,309000
Primal Water,310,820222,850000,797998
