NAME,QTY,AVG,TOP,BTM
Mana Thistle,1102,87298,99500,80488
Terocone,1527,198538,210499,192000
Nightmare Vine,3691,125584,158500,114500
Primal Fire,215,908812,918999,890000
Primal Shadow,286,769549,800000,728000
Primal Mana,395,644129,664000,634999
Primal Life,2018,369276,399000,354000
Primal Water,279,864411,870000,848800
