NAME,QTY,AVG,TOP,BTM
Mana Thistle,2573,114180,150000,94500
Terocone,2369,195740,195898,194996
Nightmare Vine,3392,115892,120000,109000
Primal Fire,268,877264,880000,874000
Primal Shadow,328,785743,829997,748998
Primal Mana,549,645597,690000,628999
Primal Life,1490,377556,448000,299998
Primal Water,380,825916,833700,780000
