NAME,QTY,AVG,TOP,BTM
Mana Thistle,2692,196612,298800,148498
Terocone,1972,206304,215025,185454
Nightmare Vine,1507,176299,183999,172499
Primal Fire,473,774501,841000,739000
Primal Shadow,285,675159,718500,639998
Primal Mana,349,705992,728997,678900
Primal Life,1124,298587,380000,230000
Primal Water,84,685798,685799,685797
