NAME,QTY,AVG,TOP,BTM
Mana Thistle,690,133284,150000,124499
Terocone,1642,195884,195898,195789
Nightmare Vine,1691,117193,121999,110000
Primal Fire,308,880248,923500,857000
Primal Shadow,434,808872,829997,779000
Primal Mana,461,659051,701500,619000
Primal Life,1470,373369,448000,309997
Primal Water,241,814294,850000,778000
