NAME,QTY,AVG,TOP,BTM
Mana Thistle,1951,98061,110500,88998
Terocone,2862,203995,221000,196499
Nightmare Vine,2361,112617,120000,108499
Primal Fire,309,859658,880000,830000
Primal Shadow,307,839285,850000,828000
Primal Mana,515,690277,696000,686000
Primal Life,1261,315314,330000,307500
Primal Water,71,714587,759899,690900
