NAME,QTY,AVG,TOP,BTM
Mana Thistle,1618,152859,155499,148500
Terocone,2824,208506,227500,199000
Nightmare Vine,620,174212,175000,172500
Primal Fire,268,781960,841000,728999
Primal Shadow,63,736817,737000,736000
Primal Mana,229,715105,729999,699000
Primal Life,681,293458,315000,276000
Primal Water,381,727656,728900,720000
