NAME,QTY,AVG,TOP,BTM
Mana Thistle,1915,98209,127499,88999
Terocone,2113,200868,208000,195017
Nightmare Vine,1771,110872,112000,108998
Primal Fire,319,842647,949000,796999
Primal Shadow,487,819384,850000,788000
Primal Mana,1115,677149,700000,650000
Primal Life,1345,325782,359999,299900
Primal Water,520,915648,950000,890000
