NAME,QTY,AVG,TOP,BTM
Mana Thistle,849,173052,199500,147000
Terocone,825,209378,215025,205000
Nightmare Vine,1603,176918,180000,171500
Primal Fire,522,770104,841000,729996
Primal Shadow,90,715000,715000,715000
Primal Mana,405,702506,728997,677000
Primal Life,791,316430,449000,271000
Primal Water,344,935708,998999,880000
