NAME,QTY,AVG,TOP,BTM
Mana Thistle,2224,96163,108944,89500
Terocone,1127,200342,201000,198990
Nightmare Vine,1766,111453,113990,103750
Primal Fire,374,936150,1010000,850000
Primal Shadow,864,807311,839998,784399
Primal Mana,718,659083,678998,635000
Primal Life,1057,292568,300300,279999
Primal Water,861,824337,918999,750000
