NAME,QTY,AVG,TOP,BTM
Mana Thistle,2033,101977,165000,80000
Terocone,1039,207575,210000,204990
Nightmare Vine,2496,112069,117500,107499
Primal Fire,370,890713,950000,847999
Primal Shadow,139,793440,818400,769000
Primal Mana,330,629398,670000,585000
Primal Life,1768,388569,399500,366000
Primal Water,324,918761,949998,880200
