NAME,QTY,AVG,TOP,BTM
Mana Thistle,1631,88863,90499,85500
Terocone,2897,195737,197000,194000
Nightmare Vine,3190,112926,121999,100000
Primal Fire,305,887792,990000,828000
Primal Shadow,382,747889,829997,679000
Primal Mana,789,667130,736000,627999
Primal Life,859,349133,350000,348999
Primal Water,626,822293,869999,799918
