NAME,QTY,AVG,TOP,BTM
Mana Thistle,1909,151840,155499,146499
Terocone,3284,207856,227500,199500
Nightmare Vine,953,173512,178900,170000
Primal Fire,399,776026,841000,722000
Primal Shadow,80,736379,737000,735000
Primal Mana,373,702092,718000,697000
Primal Life,929,287423,314000,273998
Primal Water,412,727274,728900,722700
