NAME,QTY,AVG,TOP,BTM
Mana Thistle,1444,153548,159000,149000
Terocone,2912,209475,227500,199500
Nightmare Vine,895,176466,184000,172000
Primal Fire,710,745099,841000,709000
Primal Shadow,353,721742,750000,690000
Primal Mana,303,663626,684990,635000
Primal Life,1478,279620,315000,250000
Primal Water,771,704102,750000,630000
