NAME,QTY,AVG,TOP,BTM
Mana Thistle,1575,88045,99500,80000
Terocone,4135,199908,210499,189500
Nightmare Vine,1819,133655,158500,114000
Primal Fire,220,877614,930000,850000
Primal Shadow,544,757347,829995,700000
Primal Mana,602,645703,680000,620000
Primal Life,2666,369191,399000,348000
Primal Water,340,868298,919000,839000
