NAME,QTY,AVG,TOP,BTM
Mana Thistle,1417,94774,119950,84999
Terocone,4099,194549,201000,189398
Nightmare Vine,3139,115328,121999,110000
Primal Fire,324,899119,955000,850000
Primal Shadow,519,684601,760000,654599
Primal Mana,334,707723,739000,679000
Primal Life,1417,322172,399000,277898
Primal Water,297,834003,835999,831111
