NAME,QTY,AVG,TOP,BTM
Mana Thistle,2259,102869,170000,86498
Terocone,522,245900,299999,210000
Nightmare Vine,2309,113204,117500,107500
Primal Fire,237,934342,950000,909000
Primal Shadow,95,797662,829995,778000
Primal Mana,265,639023,670000,624000
Primal Life,994,412215,458000,380000
Primal Water,112,946497,948000,945000
