NAME,QTY,AVG,TOP,BTM
Mana Thistle,2378,112642,127499,98571
Terocone,1738,219831,221000,214000
Nightmare Vine,3602,119384,130000,113500
Primal Fire,337,849836,998000,780000
Primal Shadow,209,780300,819900,750999
Primal Mana,308,682865,690000,675000
Primal Life,1513,307013,356998,254950
Primal Water,238,690511,709000,680000
