NAME,QTY,AVG,TOP,BTM
Mana Thistle,2146,102944,170000,85500
Terocone,742,218770,230000,208997
Nightmare Vine,1900,113430,117500,107000
Primal Fire,237,934342,950000,909000
Primal Shadow,102,799223,829995,784000
Primal Mana,211,639175,650000,623999
Primal Life,1036,411560,458000,380000
Primal Water,202,936005,949998,895000
