NAME,QTY,AVG,TOP,BTM
Mana Thistle,801,108495,108500,108493
Terocone,3142,200629,209000,195000
Nightmare Vine,1035,113417,116000,111000
Primal Fire,99,897929,899000,896000
Primal Shadow,241,830070,850000,787000
Primal Mana,408,670767,690000,657999
Primal Life,882,325369,340000,298000
Primal Water,529,933962,984499,864998
