NAME,QTY,AVG,TOP,BTM
Mana Thistle,2402,196262,298800,0
Terocone,1506,207165,215025,199000
Nightmare Vine,1663,178804,183999,172500
Primal Fire,526,761772,841000,670000
Primal Shadow,148,682137,718500,665000
Primal Mana,487,695197,728997,649000
Primal Life,867,286161,325000,270000
Primal Water,183,994347,999000,980000
