NAME,QTY,AVG,TOP,BTM
Mana Thistle,1057,108572,108945,108000
Terocone,2978,199833,203000,194000
Nightmare Vine,3058,109514,116000,105000
Primal Fire,287,877500,948000,830000
Primal Shadow,470,807777,850000,745000
Primal Mana,1092,675996,700000,645999
Primal Life,1096,325917,350000,316999
Primal Water,627,920359,984499,810000
