NAME,QTY,AVG,TOP,BTM
Mana Thistle,1291,154220,155499,149000
Terocone,3299,208781,227500,198500
Nightmare Vine,1402,177502,187500,169500
Primal Fire,560,753802,841000,690000
Primal Shadow,82,742690,750000,716099
Primal Mana,192,657153,665000,650000
Primal Life,3226,264916,315000,239999
Primal Water,722,716536,750000,679000
