NAME,QTY,AVG,TOP,BTM
Mana Thistle,905,111784,120000,108494
Terocone,2846,199794,203000,193999
Nightmare Vine,3068,109545,116000,105000
Primal Fire,236,862320,948000,828999
Primal Shadow,495,807388,850000,745000
Primal Mana,1313,671590,700000,625000
Primal Life,1184,325759,350000,315999
Primal Water,644,920394,984499,820000
