NAME,QTY,AVG,TOP,BTM
Mana Thistle,3335,109125,165000,79999
Terocone,2706,195778,195898,194999
Nightmare Vine,3713,113916,120000,109500
Primal Fire,227,943024,950000,920000
Primal Shadow,363,766592,800000,745000
Primal Mana,670,640644,670000,609500
Primal Life,1447,389174,448000,300000
Primal Water,247,830999,833700,800000
