NAME,QTY,AVG,TOP,BTM
Mana Thistle,1353,154350,155499,151500
Terocone,2874,211554,230000,199500
Nightmare Vine,1281,175554,180000,172500
Primal Fire,445,771280,841000,705000
Primal Shadow,203,673996,700000,650000
Primal Mana,410,497941,749999,0
Primal Life,1293,288412,350000,259000
Primal Water,123,664144,664900,662999
