NAME,QTY,AVG,TOP,BTM
Mana Thistle,2072,211652,298800,159498
Terocone,2082,206611,215025,199500
Nightmare Vine,1817,175186,183999,170000
Primal Fire,500,755673,841000,675000
Primal Shadow,418,691539,770000,660000
Primal Mana,615,680240,728997,627900
Primal Life,1508,325586,470000,276996
Primal Water,200,683029,685998,679000
