NAME,QTY,AVG,TOP,BTM
Mana Thistle,1457,88907,99500,84490
Terocone,4214,202305,210000,197000
Nightmare Vine,1860,110707,120975,104999
Primal Fire,417,875455,999000,800000
Primal Shadow,386,770505,829995,726999
Primal Mana,290,638843,670000,609999
Primal Life,3647,380230,448000,350000
Primal Water,494,892133,949998,862200
