NAME,QTY,AVG,TOP,BTM
Mana Thistle,1132,88376,99500,80769
Terocone,1482,199641,210499,193499
Nightmare Vine,2077,132540,158500,117500
Primal Fire,117,939413,999000,850000
Primal Shadow,293,769314,812498,729000
Primal Mana,357,652306,684999,629999
Primal Life,1509,372383,399000,350000
Primal Water,123,871314,900000,850000
