NAME,QTY,AVG,TOP,BTM
Mana Thistle,3329,101043,116000,90500
Terocone,2123,207171,218000,199285
Nightmare Vine,3856,112683,120000,105000
Primal Fire,407,857176,880000,839000
Primal Shadow,476,836931,850000,814000
Primal Mana,757,689103,696000,683800
Primal Life,1468,316010,330200,300000
Primal Water,176,698164,699900,696500
