NAME,QTY,AVG,TOP,BTM
Mana Thistle,1992,151212,155000,143500
Terocone,3341,207405,227500,196499
Nightmare Vine,1307,175992,183999,171000
Primal Fire,412,765490,841000,720000
Primal Shadow,279,748525,750000,744999
Primal Mana,658,684295,729999,621000
Primal Life,1027,287929,314000,266000
Primal Water,732,716194,728900,683500
