NAME,QTY,AVG,TOP,BTM
Mana Thistle,572,268932,270000,266665
Terocone,2177,204610,215025,195000
Nightmare Vine,830,180432,183999,176600
Primal Fire,424,746802,841000,690996
Primal Shadow,322,714827,735000,702900
Primal Mana,539,655508,705300,625999
Primal Life,1174,377025,500000,289999
Primal Water,556,705748,728900,679000
