NAME,QTY,AVG,TOP,BTM
Mana Thistle,1854,90767,92500,88500
Terocone,1200,204094,208500,199499
Nightmare Vine,1698,144835,159900,129998
Primal Fire,305,917298,929998,907996
Primal Shadow,883,794786,839998,747000
Primal Mana,587,657332,678998,646995
Primal Life,1465,284245,322000,259997
Primal Water,726,807227,937800,754000
