NAME,QTY,AVG,TOP,BTM
Mana Thistle,1525,89616,99500,83000
Terocone,5126,199466,208998,188999
Nightmare Vine,1495,112433,117000,108999
Primal Fire,468,865112,999000,806998
Primal Shadow,440,768832,829995,729000
Primal Mana,329,637945,650000,620000
Primal Life,2882,369846,399000,349700
Primal Water,462,888233,949998,850000
