NAME,QTY,AVG,TOP,BTM
Mana Thistle,1675,97274,137800,70000
Terocone,4370,194466,201000,190000
Nightmare Vine,2717,114735,121999,109400
Primal Fire,318,898599,955000,831666
Primal Shadow,404,681265,760000,636100
Primal Mana,473,683685,736000,600000
Primal Life,1461,321068,399000,288998
Primal Water,238,833699,834000,833400
