NAME,QTY,AVG,TOP,BTM
Mana Thistle,1366,154391,156000,151500
Terocone,2728,213903,230000,201125
Nightmare Vine,1859,176331,180000,172000
Primal Fire,370,772291,841000,733000
Primal Shadow,145,678999,682000,674999
Primal Mana,284,679741,749999,647999
Primal Life,1567,290648,350000,284000
Primal Water,56,661488,667000,650000
