NAME,QTY,AVG,TOP,BTM
Mana Thistle,1029,108568,108945,107998
Terocone,2282,199994,203000,197499
Nightmare Vine,2246,111467,116000,107950
Primal Fire,159,883289,935000,852209
Primal Shadow,250,832102,850000,788000
Primal Mana,651,667180,700000,639900
Primal Life,899,325918,350000,298000
Primal Water,423,939048,984499,864000
