NAME,QTY,AVG,TOP,BTM
Mana Thistle,2986,97272,127400,90498
Terocone,2940,199366,203000,193950
Nightmare Vine,2627,110035,116000,107000
Primal Fire,286,844550,949000,798000
Primal Shadow,556,805368,850000,745000
Primal Mana,1387,670382,700000,625000
Primal Life,1270,325424,359998,299900
Primal Water,703,922139,984499,830000
