NAME,QTY,AVG,TOP,BTM
Mana Thistle,2833,92938,105000,87250
Terocone,2439,200845,207000,196999
Nightmare Vine,2785,110703,112000,109000
Primal Fire,272,849667,868000,839000
Primal Shadow,515,823350,850000,789999
Primal Mana,900,683651,700000,667000
Primal Life,1155,327870,359999,320000
Primal Water,596,937852,984499,894000
