NAME,QTY,AVG,TOP,BTM
Mana Thistle,1071,89159,90499,88000
Terocone,2808,195467,197000,193900
Nightmare Vine,1279,118309,121999,115000
Primal Fire,206,887992,923500,868000
Primal Shadow,277,819382,829997,809000
Primal Mana,406,667753,735000,646000
Primal Life,1242,386635,449000,346000
Primal Water,214,820037,850000,797000
