NAME,QTY,AVG,TOP,BTM
Mana Thistle,1446,154314,156000,151500
Terocone,2737,213806,230000,204000
Nightmare Vine,2098,177862,180000,174000
Primal Fire,530,762467,841000,720000
Primal Shadow,203,678856,682000,674999
Primal Mana,247,682693,690000,645000
Primal Life,1604,311714,369000,279000
Primal Water,207,635682,667000,610000
