NAME,QTY,AVG,TOP,BTM
Mana Thistle,1144,88036,92498,84000
Terocone,2207,196570,206500,193000
Nightmare Vine,3648,115316,119450,109398
Primal Fire,136,899386,900000,897999
Primal Shadow,1020,769818,850000,730000
Primal Mana,560,647046,652998,640000
Primal Life,313,376354,399000,348998
Primal Water,495,738332,795000,713995
