NAME,QTY,AVG,TOP,BTM
Mana Thistle,643,147574,150499,143000
Terocone,2759,200212,209000,196000
Nightmare Vine,1840,170995,175000,166000
Primal Fire,472,756089,841000,707988
Primal Shadow,175,718020,720000,715000
Primal Mana,518,673418,728997,600000
Primal Life,357,455889,470000,447900
Primal Water,494,714708,728900,685000
