NAME,QTY,AVG,TOP,BTM
Mana Thistle,1955,105454,114500,97500
Terocone,2505,198589,203000,194500
Nightmare Vine,1106,113187,116000,109500
Primal Fire,54,1088031,1090000,1084900
Primal Shadow,308,811189,850000,730000
Primal Mana,464,670720,700000,649994
Primal Life,682,310550,322000,298800
Primal Water,473,933973,984499,850000
