NAME,QTY,AVG,TOP,BTM
Mana Thistle,1053,89229,90499,88000
Terocone,2144,195795,195898,194995
Nightmare Vine,800,119225,121999,115000
Primal Fire,111,906644,923500,885999
Primal Shadow,276,819773,829997,790000
Primal Mana,438,667649,735000,630000
Primal Life,1011,384032,449000,348000
Primal Water,214,819537,850000,780000
