NAME,QTY,AVG,TOP,BTM
Mana Thistle,2150,135212,195000,99000
Terocone,2400,216555,245000,200998
Nightmare Vine,2683,122033,146999,114500
Primal Fire,119,900923,908000,889990
Primal Shadow,95,777963,822799,722000
Primal Mana,391,683337,690000,679000
Primal Life,968,321494,334000,298999
Primal Water,167,679718,700000,660000
