NAME,QTY,AVG,TOP,BTM
Mana Thistle,2489,96475,122800,86998
Terocone,1553,203496,230000,194000
Nightmare Vine,3776,113100,117500,107000
Primal Fire,329,931440,950000,906999
Primal Shadow,113,807692,829995,799996
Primal Mana,352,642521,662000,630000
Primal Life,1196,412001,448000,360000
Primal Water,203,869683,950000,831986
