NAME,QTY,AVG,TOP,BTM
Mana Thistle,2088,96481,111111,84899
Terocone,3287,200918,214999,194000
Nightmare Vine,2369,112163,116000,105000
Primal Fire,565,838982,949000,788000
Primal Shadow,331,836584,850000,814999
Primal Mana,748,687530,700749,663900
Primal Life,1352,319162,370000,297000
Primal Water,177,690661,692000,688000
