NAME,QTY,AVG,TOP,BTM
Mana Thistle,3842,105663,127499,90500
Terocone,2220,208364,210000,204990
Nightmare Vine,5567,112698,122000,106900
Primal Fire,493,861685,880000,848000
Primal Shadow,443,841442,850000,820000
Primal Mana,312,693151,700749,688000
Primal Life,1775,311400,334000,289000
Primal Water,247,684480,690000,680000
