NAME,QTY,AVG,TOP,BTM
Mana Thistle,1744,101612,127499,89999
Terocone,3758,202487,221000,190000
Nightmare Vine,2191,112816,116000,110000
Primal Fire,465,842954,949000,740000
Primal Shadow,585,817921,850000,765000
Primal Mana,752,687497,700000,671999
Primal Life,1307,318403,370000,280000
Primal Water,239,691207,692000,689900
