NAME,QTY,AVG,TOP,BTM
Mana Thistle,2011,119516,127499,110000
Terocone,2838,216006,229000,200000
Nightmare Vine,2760,120740,130000,113499
Primal Fire,320,848478,998000,740000
Primal Shadow,138,786016,800000,776500
Primal Mana,400,682303,690000,673000
Primal Life,1391,311642,356998,291999
Primal Water,223,688464,709000,674998
