NAME,QTY,AVG,TOP,BTM
Mana Thistle,1055,148237,151500,143000
Terocone,1249,203701,209000,199500
Nightmare Vine,1427,172486,178900,170000
Primal Fire,666,737998,841000,639900
Primal Shadow,645,726371,770000,703000
Primal Mana,753,676479,728998,630000
Primal Life,158,309833,315000,300000
Primal Water,683,712168,728900,654000
