NAME,QTY,AVG,TOP,BTM
Mana Thistle,1369,88794,90499,84800
Terocone,3897,194875,198888,191499
Nightmare Vine,3388,113772,121999,103000
Primal Fire,379,906920,955000,850000
Primal Shadow,375,686376,736000,650000
Primal Mana,761,658507,685000,649800
Primal Life,1495,336026,398900,288000
Primal Water,700,822596,869999,805599
