NAME,QTY,AVG,TOP,BTM
Mana Thistle,1418,231011,298800,178999
Terocone,1866,205501,215025,197500
Nightmare Vine,1404,177576,183999,168866
Primal Fire,304,766142,841000,695000
Primal Shadow,343,698675,770000,656098
Primal Mana,555,650077,728997,618000
Primal Life,1425,357044,499000,280499
Primal Water,237,682540,685998,679000
