NAME,QTY,AVG,TOP,BTM
Mana Thistle,1863,137847,195000,117398
Terocone,1212,222427,229000,220650
Nightmare Vine,2942,122100,130000,114500
Primal Fire,133,901185,908000,890000
Primal Shadow,124,806535,822800,787500
Primal Mana,455,683078,690000,680000
Primal Life,688,324925,334000,318000
Primal Water,334,679334,709000,671900
