NAME,QTY,AVG,TOP,BTM
Mana Thistle,1579,152774,155499,147400
Terocone,2440,209790,227500,201000
Nightmare Vine,582,178576,184000,173333
Primal Fire,329,773407,841000,728995
Primal Shadow,82,737140,738999,734000
Primal Mana,145,722784,729999,707995
Primal Life,955,291203,315000,275898
Primal Water,422,727460,728900,724000
